"","baseMean","log2FoldChange","pvalue","padj"
CWH43,40.5144543317836,-0.84717525284142,0.0516914728337144,0.156885955680019
FAM81B,466.691093092355,-0.299212826408298,0.0517310898613634,0.156971597045168
TC2N,4604.1346470331,-0.17726896581239,0.0517675349644235,0.157026459873949
TBC1D19,231.960823441522,-0.395321162106357,0.0517719773295372,0.157026459873949
SYT17,369.009755645248,-0.333878714651095,0.0517842582610619,0.157029120514165
TXNL4B,282.436203288215,0.357376820487448,0.0518034300901688,0.157052671145228
NR1H2,1099.92185848881,0.222610809377598,0.0518212880836407,0.157062997551996
EXOC4,2128.73488206185,-0.203586493362484,0.0518296485748924,0.157062997551996
GGT5,10.2831404678224,-1.76774015930414,0.0518401658798597,NA
TAF3,276.675907339867,0.348604087104255,0.05184650664527,0.157079515182699
HRH1,259.319951407173,0.356304839689515,0.0518675689923412,0.157099133380573
ZNF493,119.534969642139,-0.519523124908228,0.0518757995266135,0.157099133380573
,24.144924172211,1.09241170569446,0.0518995723346551,0.157136567952551
HOGA1,8.54488928479843,-1.90554223100177,0.0519985344648506,NA
P2RX4,178.827573208821,-0.42282746985323,0.0520290844336876,0.157460759086915
SAP130,760.067389466488,0.242310433579191,0.0520362816792497,0.157460759086915
PEX13,1549.24274843397,-0.215089566108646,0.0520409524041068,0.157460759086915
DNAJC8,807.786042151749,0.249788008766502,0.0520718124419427,0.157519520502098
PLEKHA6,781.121808199495,0.264385995354249,0.0521834348060678,0.157757255774766
NOLC1,1023.17758690657,0.223653639820905,0.0521934506910002,0.157757255774766
CCDC150,27.9346419814279,-1.0901678898529,0.0521935238839954,0.157757255774766
PALB2,433.021478188484,0.299036802057994,0.0521962278365891,0.157757255774766
,20.4695970879777,1.18081901203663,0.0522783727848209,NA
CWF19L2,463.735290532202,0.309049234481244,0.0522926943236233,0.158014132287973
ZNF8,248.091565177045,-0.366387058061197,0.0523153908411483,0.158048032444627
NAA50,2766.27597288537,0.182171042362158,0.0523326841138982,0.158065597773279
DMXL1,962.396165799308,-0.277511587473541,0.0523762310153496,0.158162434447668
DEPDC1B,5.34866534423942,-2.57236095751343,0.0524952676720521,NA
LINC01277,5.34866534423942,-2.57236095751343,0.0524952676720521,NA
MTURN,689.851321535454,-0.249840608637963,0.0525043970672022,0.158514700200696
HEPACAM2,21.0752230077646,-1.19822749480798,0.0525491872676152,0.158615148767002
CCL22,24.0525551221892,1.15532521934333,0.0525733235991276,0.158653225062456
ZNF114,20.4297260887418,-1.19542001293443,0.0526394707495734,NA
LRRC37A6P,8.88643947267346,1.8503875982328,0.0526421667454557,NA
CDH3,10154.1361918977,0.162538221582304,0.0527076555875653,0.158953563253517
CLMN,2666.01396542333,-0.218784584400648,0.052712511023631,0.158953563253517
ZC3H12B,7.05300778179319,-2.17812573384508,0.0527133138312275,NA
KLHL13,403.140959865197,-0.309280872306277,0.0527155706174428,0.158953563253517
BHLHA15,21.4628292804172,-1.20410094545877,0.0527190213056507,0.158953563253517
SCARNA15,30.5736159327238,-0.973711936309508,0.0527882068774382,0.159098323739415
NCAM2,25.0186964663579,-1.10442045004753,0.0527901409706164,0.159098323739415
PPP4R3B,2795.52586405279,-0.192802448116976,0.0528239305721353,0.159164788455996
MAP3K14,95.1620376277283,0.554512381294494,0.052835312130164,0.159164788455996
KRTAP2-3,5.42085118345053,2.70185026953902,0.0528768095624191,NA
ALOX15B,34.72677588309,-0.904816120445014,0.0528845921952784,0.159271980423489
PDE4D,417.61904448719,-0.330690961670047,0.0528940280665659,0.159271980423489
PDK1,731.347614270609,-0.24922180704665,0.0530210494948819,0.159589252998741
PPP2R2D,670.219806114491,0.251346976863231,0.0530225731640697,0.159589252998741
SS18,1586.61348454613,-0.216862323395931,0.0530822708885047,0.159734018823145
CDC16,2218.79765800225,-0.192168716568072,0.053093901333961,0.159734109977855
FMN1,466.365476671498,-0.357699884707149,0.0531366151406303,0.159827695606483
TTC13,320.910209255141,0.331165301815476,0.0531577030583155,0.159856206838394
KIF26B,78.9301012308056,0.604877850411419,0.053233690618113,0.160049764150964
TMEM176B,5.36359777878044,-2.56100853615446,0.0532544083973709,NA
ACAP1,32.2028160633656,0.930191308243724,0.0532707569337943,0.160101192223817
POT1,328.87932478247,-0.332786905940099,0.0532740495838439,0.160101192223817
TCP11L1,130.956343000689,0.480229272474936,0.0532872642614827,0.160105963098542
GLIS3-AS1,13.6436063221185,1.47535829127939,0.0532936941913763,NA
GADD45GIP1,142.59994100623,0.472987085858417,0.053344540218709,0.160231511616769
PLEKHO2,214.305681996168,0.388712424004928,0.0533523224954891,0.160231511616769
ACAA2,289.13087762462,0.378442820456757,0.0533748809637577,0.160264306775173
UMAD1,312.340979343191,-0.347106365458439,0.0534049710085419,0.160319697141404
ADAL,177.485622096823,-0.423075604006263,0.0534418723138807,0.160395506051033
NSMCE1,579.926322481567,0.291360350065382,0.0535523269416842,0.160661410104267
ACP1,1211.38544609749,-0.2259619767673,0.053553803368089,0.160661410104267
RACGAP1,657.268231695609,-0.293708465200128,0.0535770527563917,0.160696148215098
SEMA4F,176.268044394103,0.418509314636935,0.053636202222124,0.1608093772179
ACP5,362.394149211326,0.344057091310875,0.0536381604620054,0.1608093772179
EIF4E3,755.410556682468,-0.273988610201249,0.053660755680259,0.160842099633689
C19orf66,210.38517599969,0.396004943529257,0.0537107460583867,0.160956903857233
SNORA7B,4.35526558962971,3.01005889981063,0.0537506244295856,NA
SLC25A10,105.260262606302,0.525939057515765,0.0538268278708328,0.161269673581673
SEC31A,5043.95592931513,-0.18042943389486,0.0538386291533863,0.161269942014821
TRDMT1,140.199785633377,-0.460896143752775,0.0538749759294707,0.161343718692652
EIF2B1,587.798389959244,0.262357892131164,0.054020086552827,0.1617431162932
CORO6,34.9500467099531,-0.919249410127787,0.0540842692014114,0.161900084109443
ADAMTSL3,160.890579527021,-0.44516392216428,0.0541129620483389,0.161950768834085
WHAMM,487.180653054144,0.280663810623332,0.0541845703806038,0.162129842273124
CPSF2,2084.03364060795,-0.202339997593898,0.0542155319334747,0.162187241956104
FASTKD1,369.841867409417,-0.307850123756012,0.0543098814823721,0.162405744747769
HSD11B1L,131.85095810187,0.475274383588606,0.0543121795480997,0.162405744747769
INTS4,380.069408770851,0.30794060233793,0.0543239549969663,0.162405744747769
HLA-DQB1,2094.61547756185,-0.191375068989591,0.0543406853704528,0.162420498708733
DVL2,350.237665668501,0.318523109889956,0.0543641925186688,0.162455497174928
AKAP8L,779.709602956156,0.247160834470791,0.0544289906524779,0.16261384276082
DCAF13,1940.45614344081,0.199756059834756,0.0544417759316278,0.162616758043062
ZNF451,1114.42764095374,-0.232273026764226,0.0544552814961518,0.162621823075691
CHST2,43.1811506956201,-0.837721258393666,0.0544799267632938,0.162660145605064
HSF2,327.552232056391,-0.328939708057441,0.0546117111481293,0.163018266314706
NINL,219.093286555531,-0.387047363550207,0.0546604079909797,0.163128265720804
MPV17L,48.3444986787835,-0.788043325147272,0.0547565675621313,0.163379834307811
STK3,864.7350955294,-0.247199022374667,0.0547725478046787,0.163392110760491
,4.63667267112616,-2.97727084348133,0.0547892859970245,NA
OLFM2,54.5460271661082,-0.721484523386241,0.0547982989541484,0.163433523196583
PLXND1,239.153833709538,-0.376843315589182,0.0548429828019221,0.163531371412401
KLF12,98.7255583152792,-0.575688405800925,0.0548925538849381,0.163643746913963
,80.1709108285688,0.620081315047613,0.054920156410208,0.163690596053802
ERBB2IP,3029.56158613027,-0.209894326751517,0.0549364275649833,0.163703658855187
MCUR1,648.937598765096,-0.252644389929126,0.0549760863839862,0.163751183822117
HEY2,49.3285518809573,0.759805988337312,0.0549761599716519,0.163751183822117
MAPK8,1099.17075939413,-0.221481664459197,0.0550380340083609,0.163900027745486
FAM120B,861.035213956728,-0.23159738597373,0.0550552782316338,0.163904314180399
ZFPM1,30.0668639846624,0.976331006293153,0.0550632794043956,0.163904314180399
,15.4795925903667,1.35939610164408,0.0550644144948391,NA
MRC2,185.705840019113,0.416042674183343,0.0550927577827531,0.163924998247675
DENND4B,411.917837404285,0.306588235744375,0.0550940371743093,0.163924998247675
,22.1508147317393,1.11878849027482,0.0552163818454968,0.164253527330415
FER1L4,72.1460750058188,-0.700264305848562,0.0552453762603875,0.164256057688736
FBXW4,444.432295466312,0.302690105407953,0.0552488756307373,0.164256057688736
TMEM200B,56.1791452617473,-0.720692478943681,0.0552530180983462,0.164256057688736
GLE1,733.796225853661,0.251589314890467,0.0552689361932228,0.16426791525592
CLIP4,1311.75846627685,-0.211528266280386,0.0552969328074271,0.164290902697635
TP53,1589.4524304278,0.201684521902046,0.0553059648088231,0.164290902697635
TMEM41A,530.170905086788,0.279168798895633,0.0553124636823702,0.164290902697635
,23.3840639564856,1.09273604975165,0.0553555019875935,0.164383278492379
KRT78,7.38237361530194,2.03919563044616,0.0553571374384824,NA
PUSL1,139.832870700684,0.481918031427775,0.0554600761155931,0.16463661655389
METTL12,50.2951070153048,0.743842382941509,0.0554647250685183,0.16463661655389
TMEM184B,997.876279828657,0.223186094592279,0.0554901060180928,0.164659125182453
CSNK2B,146.742400709936,0.462322508482665,0.0554963306374652,0.164659125182453
WDFY1,1877.37916078698,-0.220125373069242,0.0555081814885221,0.164659125182453
KCNJ2-AS1,92.247454674864,-0.558050513205637,0.0555769299623492,0.164827552354415
TICAM1,170.646707417521,0.419750117319248,0.0556327936361434,0.16495524009402
CLASP1,1851.05608257965,-0.202357215159103,0.0556439426460946,0.16495524009402
GRK5,38.5469033021385,0.852957093541493,0.055679663697014,0.165025606781723
TPK1,49.9408549203385,-0.753883422013973,0.0557339191406901,0.16515086433555
E4F1,138.464566177054,0.459035775944681,0.0558130741801801,0.165298863243923
TPTE2P6,30.2959809809348,-0.958677648425925,0.0558142368529775,0.165298863243923
FAM193A,394.263943432842,0.297884857886933,0.0558198775660307,0.165298863243923
TUBA1C,1122.89856163673,0.216382042004975,0.055832441601298,0.165299239270991
FPGT-TNNI3K,6.09324502597294,-2.29526803132965,0.0558435261907651,NA
NDUFAF7,123.447073222487,-0.498971058104913,0.055844013150955,0.165299239270991
BLOC1S2,691.148812656104,0.259694545929135,0.0558659082177295,0.165326052048851
DTWD2,452.834505182966,-0.298365180520455,0.0558770839677089,0.165326052048851
OPTN,975.515536706016,0.257681302079574,0.0559131418209331,0.165397199328517
BACH1,985.192292642034,-0.24442662159869,0.0559348688903178,0.165425933122783
TFPI,523.349779810565,-0.290973265161074,0.0559860182394165,0.165525620846925
ARHGAP12,1292.83715854998,-0.218962611705032,0.0559926174222931,0.165525620846925
NR2C2,1075.37730434998,-0.251245607330949,0.0560106637456663,0.165543429872897
CDT1,176.371858711006,-0.421410688391564,0.0560953467146564,0.165758138253394
FAM133B,168.429225510079,-0.436894085277314,0.0561597060237658,0.165912712282183
IFT52,533.738979688001,-0.272044237133345,0.0561978384735946,0.165951292042154
IFIH1,672.624725287245,0.247904144734723,0.0562076895716247,0.165951292042154
,30.8032249445438,0.981219257114782,0.0562171034238734,0.165951292042154
MUC5AC,106.818121907214,-0.545578351414148,0.0562209714870477,0.165951292042154
VPS13A,1332.77544976599,-0.534992774339651,0.0562523694282974,0.166008385561006
GALM,111.740142158633,0.524752707700169,0.0562723120030626,0.166016151394241
ST6GAL1,10928.1231129601,0.172133987099486,0.0562791136316861,0.166016151394241
CTNND1,11563.5038817843,0.180518915440581,0.056353463970432,0.166188717876014
IVD,680.226429615568,0.246999792939947,0.0563617510879439,0.166188717876014
EMB,1020.34739973408,-0.222905036631148,0.0564081104440986,0.166289805355435
SRGAP3,707.760277188194,-0.311443132822356,0.0564782380008894,0.166428069077165
PHYHD1,26.6327859478304,-1.02155482047456,0.0564791842264048,0.166428069077165
H3F3A,114.16795955124,-0.51692164326585,0.0565669455794754,0.166651014255322
UQCRC2,1938.27722957741,-0.200777783030462,0.0565931539904423,0.166692562662757
JAK3,74.0674241153965,-0.634919544402911,0.0566535219061622,0.166834687050439
THRB,407.904560907922,0.298309035747469,0.0566982474514688,0.166930696473535
CALCOCO1,1146.75280308926,-0.215966233879208,0.056729439753913,0.16698682886092
HNRNPF,3858.73467881239,0.182311557476866,0.0567713922947133,0.167031689440329
KPNA1,1607.4604651792,0.198303487142608,0.0567756513301127,0.167031689440329
CMTM6,6123.34227669078,-0.172307114944997,0.0567810703173697,0.167031689440329
TRADD,806.399516800724,0.247977566646781,0.0568246873400887,0.167124294035246
,19.4931144893146,-1.26489186548815,0.0569851150553899,NA
,72.7960912997161,-0.637507249400873,0.057040911872049,0.167724398137543
NAA10,83.635809367176,0.582508388983973,0.0570705063188658,0.167775591804181
ZBTB25,303.741826614521,-0.350637299400174,0.0571436450095528,0.167954747445367
SLC22A4,417.330687273525,-0.294521199637459,0.0571923373507173,0.168061677757101
MARCKS,4225.50467490947,-0.178159540092499,0.0572127906545573,0.168061677757101
POLR3K,126.583955677883,0.484415479906785,0.0572299868925313,0.168061677757101
LRRC59,4258.1444148325,0.183599720848504,0.0572369078042747,0.168061677757101
,29.8697110123869,-0.969841480396585,0.0572410507393467,0.168061677757101
MTBP,117.062102009368,-0.503155789808099,0.0572618349925828,0.168086861617537
,82.7043690527565,-0.601873818629355,0.0572953316546422,0.168147743559758
ABHD3,576.974019162195,-0.292263755820512,0.0573069978595457,0.168147743559758
RANGAP1,1617.10417119796,0.220036055172074,0.0573706754364042,0.168298721934232
PSMB1,1483.38900412438,0.224961246590174,0.05741557477921,0.16839456117353
TAPT1-AS1,73.3487177295943,-0.65320924209263,0.0574307600532882,0.168403229542968
MAGOH,240.162429047218,0.398414842562339,0.0574877999227269,0.168534597601863
PARP8,751.213966570889,-0.237847503313159,0.0576382750009797,0.168921571046066
RNF215,277.497076976753,0.342067895524376,0.0576443327774482,0.168921571046066
IMPA1,405.124023415839,-0.303078092252198,0.0576766152562657,0.168960304853434
PPARGC1A,487.261617290303,-0.276783089721728,0.0576960262691531,0.168960304853434
NNT-AS1,271.011901947005,-0.348643284538633,0.0577041568170214,0.168960304853434
MAMSTR,39.9980577405097,0.820532406107678,0.057706631352629,0.168960304853434
SASS6,120.018775011036,-0.489968921731479,0.0577966981061796,0.169182758189139
PTGFR,502.06367323818,-0.294732706768407,0.0578071806303486,0.169182758189139
AHR,3527.85980656682,-0.227155539335226,0.0578228169764164,0.169192560511104
ITGA9-AS1,30.9478683881519,0.9393656671503,0.0578823886973907,0.169330888541124
MSLN,294.755908909001,0.339684898620839,0.0579222073258365,0.169411383788609
KARS,3505.36166254441,0.183007057248728,0.0579634883226303,0.169496121087836
GSKIP,1342.01594705655,-0.226104701644696,0.0580183379469473,0.169608958491132
RAPGEF4,27.1011310804631,-1.00329077686434,0.0580267104903214,0.169608958491132
SENP5,810.951989611002,-0.253976544542722,0.0580593832820007,0.169668443928937
,7.06389633994604,-2.18083663617123,0.0581559818621058,NA
PLCL1,8.58292057249511,-1.89474269487804,0.0582660807029162,NA
CENPC,426.936355742411,-0.295448088758168,0.0582856348222896,0.170293484299369
IL18,703.762342358945,0.244295897510835,0.0583097612783691,0.1703278347058
ECM1,186.899675960156,-0.461917324778349,0.0583535246104718,0.170419519382014
ARHGAP33,18.2163637571587,-1.23513183825697,0.0583852997904259,NA
UNC5C,6.31115023959789,-2.38397170129553,0.0584150908949519,NA
MAST4-AS1,27.9234301987805,0.979488418783847,0.0584219164101228,0.170583076541007
MSH6,1753.62022061835,-0.19332946907205,0.0585250079273159,0.170847860750295
C19orf73,14.8741334073266,1.39994951581166,0.0585808435212362,NA
BCAS3,542.247401302576,-0.27041753891758,0.058632682028004,0.171104765255899
DZIP1L,142.922935853479,-0.467258539291474,0.058637863997283,0.171104765255899
ZNF771,43.3739727566482,0.826902627364176,0.0586892757110957,0.171218501385972
ZNF205,63.5974608368655,0.691390812064888,0.058775025431885,0.171432344883935
ATG12,734.741109812204,-0.242229150311177,0.0588001051103431,0.171466818424738
,11.1337109716911,1.67461658324121,0.0588248893321048,NA
MANSC1,694.16228999469,-0.249257636021553,0.0588290424652216,0.171466818424738
SULT2B1,139.614171129969,0.480645637687773,0.0588327592037331,0.171466818424738
IGSF9,239.813848397872,0.371125014807153,0.0588366533810377,0.171466818424738
GUCY1B2,6.82289227316543,-2.10787789170986,0.0588815043218539,NA
PIP4K2B,908.123083827823,-0.226953095535736,0.0589218394173188,0.171678740748303
UROD,1112.92183790997,0.229519689167632,0.0589759415202397,0.171794833281888
C14orf169,200.092933978558,0.386261015332219,0.0589866355669402,0.171794833281888
AASS,84.499785166083,-0.614089036834914,0.0590335618148226,0.171895146159887
LCK,45.0897617084712,-0.799424050034585,0.0590934179413296,0.172033058150551
VPS36,1347.33774002429,-0.207864966346834,0.0591263676111682,0.172070260269226
